Type,Author,Source,Text
Stoic Peace,Marcus Aurelius,"Book 12, Section 2, Meditations","God beholds all souls bare and stripped of these corporeal vessels, husk, and refuse. By his intelligence alone he touches that only which has been instilled by him and has emanated from himself. If you would but inure yourself to do the like, you would be eased of many a torment. For he who regards not the surrounding flesh will not waste his leisure in thinking about vesture, house, or fame, or other mere external furniture or accoutrement."
Stoic Peace,Marcus Aurelius,"Book 12, Section 3, Meditations","Three parts there are of which you are compact; body, soul, intelligence. Of these the two first are yours in so far as they must have your care; the third only is properly your own. And if you will cast away from yourself, that is from your mind, all that others do or say, all that you yourself have done or said, all your fears for the future, all the uncontrollable accompaniments of the body that envelops you and of its congenital soul, and all that is whirled in the besieging vortex that races without, so that your intellectual power, made pure, and set above the accidents of fate, may live its own life in freedom, just, resigned, veracious; if, I repeat, you cast out from your soul all comes of excessive attachment either to the past or to the future, then you will become in the words of Empedocles, A faultless sphere rejoiced in endless rest. You will study to live the only life there is to live, to wit the present; and you will be able, till death shall come, to spend what remains of life in noble tranquillity, at peace with the spirit within."
Stoic Peace,Marcus Aurelius,"Book 12, Section 4, Meditations","I have wondered often how it comes that, while every man loves himself beyond all others, yet he holds his own opinion of himself in less esteem than the opinion of others. Yet, if a God or some wise teacher came and ordered a man to conceive and design nothing which he would not utter the moment it occurred to him, he would not abide the ordeal for a single day. Thus we stand in greater awe of our neighbours' opinion of us than we do of our own."
Stoic Peace,Marcus Aurelius,"Book 12, Section 5, Meditations","How can it be that the Gods, who have ordered all things well for man's advantage, overlooked one thing only, to wit that some of the best of mankind, who have held the closest relations with things divine, and by pious works and holy ministry become intimate with the Divinity, once dead, should arise no more, but be altogether extinguished? If this be truly so, be well assured that, if it ought to have been otherwise they would have made it otherwise. Had it been right it would have been practicable; and had it been according to Nature, Nature would have effected it. From its not being so, if it really be not so, be persuaded that it ought not to have been. You see that, in debating this matter, you are pleading a point of justice with the Gods. Now we would not thus plead with the Gods were they not perfectly good and just. And, if they are so, they have left nothing unjustly and unreasonably neglected in their administration."
Stoic Peace,Marcus Aurelius,"Book 12, Section 6, Meditations","Essay even tasks that you despair of executing. The left hand, which in other things is of little value for want of use, yet holds the bridle more firmly than the right, for in this it has practice."
Stoic Peace,Marcus Aurelius,"Book 12, Section 7, Meditations","Consider how death ought to find you, both as to body and as to soul. Think of the shortness of life, of the eternities before and after, and of the infirmity of all material things."
Stoic Peace,Marcus Aurelius,"Book 12, Section 8, Meditations","Contemplate the fundamental causes stripped of disguises. Think what pain is, what pleasure is, what death, and what fame. Consider how many are themselves the causes of all the disquiet that they suffer; how no man may be hindered by another; how all is matter of opinion."
Stoic Peace,Marcus Aurelius,"Book 12, Section 9, Meditations",In the use of principles we should be like the pugilist rather than the swordsman. For when the latter drops the sword which he uses he is undone. But the former has his hand always by him and needs but to wield it.
Stoic Peace,Marcus Aurelius,"Book 12, Section 10, Meditations","Consider well the nature of things, distinguishing between matter, cause, and purpose."
Stoic Peace,Marcus Aurelius,"Book 12, Section 11, Meditations","What a glorious power is given to man, never to do any action of which God will not approve, and to welcome whatever God appoints for him!"
Stoic Peace,Marcus Aurelius,"Book 12, Section 12, Meditations","As to what happens in the course of nature, the Gods are not to be blamed. They never do wrong, willingly or unwillingly. Neither are men to be blamed, for they do no wrong willingly. There is therefore none to blame."
Stoic Peace,Marcus Aurelius,"Book 12, Section 13, Meditations","How ridiculous, and how like a foreigner, is he who is surprised at anything which happens in life!"
Stoic Peace,Marcus Aurelius,"Book 12, Section 14, Meditations","There is either a fatal necessity, an unalterable order, or a placable Providence, or a blind confusion without a governor. If there be an unalterable necessity, why strive against it? If there be a Providence admitting of propitiation, make yourself worthy of the divine aid. If there be an ungoverned confusion, be comforted; seeing that in this tempest you have within yourself a guiding intelligence. And, if the wave should carry you away, let it carry away the carcase and the animal life, for the intellectual part of you it will not carry away."
Stoic Peace,Marcus Aurelius,"Book 12, Section 15, Meditations","If the light of a lamp shine and lose not its radiance until it be extinguished, shall truth, justice, and temperance be extinguished in you before your own extinction."
Stoic Peace,Marcus Aurelius,"Book 12, Section 16, Meditations","When you have the impression that a man has sinned, say to yourself: ""How do I know that this is sin?"" And, if he has sinned, consider that he stands self-condemned: and thus, as it were, has torn his own face. He that would wish the wicked not to sin is like one who would have the fig tree not have juice in its figs, would have infants not cry, horses not neigh, and other inevitable things not happen. What shall the wicked man do, having a wicked disposition? If you are so keen, cure it."
Stoic Peace,Marcus Aurelius,"Book 12, Section 17, Meditations","If a thing be not becoming, do it not; if not true, say it not."
Stoic Peace,Marcus Aurelius,"Book 12, Section 18, Meditations","Endeavour always to see in everything what it is that causes your impression; and unfold it by distinguishing the cause, the matter, the relation to other things, and the period within which it must cease to exist."
Stoic Peace,Marcus Aurelius,"Book 12, Section 19, Meditations","Perceive at last that there is within you something better and more divine than the immediate cause of your sensations of pleasure and pain; something, in short, beyond the strings which move the puppet. What is now my thought? Is it fear? Suspicion? Lust? Or any such passion?"
Stoic Peace,Marcus Aurelius,"Book 12, Section 20, Meditations","In the first place, let nothing be done at random or without an object. In the second let your object never be other than the common good."
Stoic Peace,Marcus Aurelius,"Book 12, Section 21, Meditations","Yet a little, and you shall be no more; nor shall any of these things remain which you now behold, nor any of those who are now living. It is the nature of all things to change, to turn, and to corrupt; in order that other things may, in their course, spring out of them."
Stoic Peace,Marcus Aurelius,"Book 12, Section 22, Meditations","Reflect that everything is matter of opinion; and opinion rests with yourself, suppress then your opinion, what time you will, and like one who has doubled the cape and reached the bay, you will have calm and stillness everywhere, never a wave."
Stoic Peace,Marcus Aurelius,"Book 12, Section 23, Meditations","Any one natural operation, ending at its proper time, suffers no ill by ceasing, nor does the agent therein suffer any ill by its thus ceasing. In like manner, as to the whole series of actions which is life, if it ends in its season it suffers no ill by ceasing, nor is he who thus completes his series, in any evil case. The season and the term are assigned by Nature; sometimes even by your own nature, as in old age; but always by the nature of the whole, by the interchange of whose parts the Universe still remains fresh and in its bloom. Now, that is always good and seasonable which is advantageous to the nature of the whole. Wherefore the ceasing of life cannot be evil to the individual. There is no turpitude in it, since it is beyond our power, and contains nothing contrary to the common advantage. Nay, it is good, since it is seasonable and advantageous to the whole, and, congruent with the order of the Universe. Thus, too, he is led by God who goes the same way with God, and that by like inclination."
Stoic Peace,Marcus Aurelius,"Book 12, Section 24, Meditations","Have these three thoughts always at hand: First, as to your action, do nothing inconsiderately, or otherwise than justice herself would have acted. As for external events, they either happen by chance or by providence; now, no man should quarrel with chance or censure providence. Second, examine what each thing is, from its seed to its quickening; and from its quickening to its death; of what materials it is composed, and into what it will be resolved. Third, reflect that could you be raised on high, and from thence behold all human affairs, you would discern their great variety, conscious at the same time of the crowds of serial and etherial inhabitants around us; but were you so raised ever so often, you would always see the same things, all uniform and of brief duration. Can we set our pride on such matters?"
Stoic Peace,Marcus Aurelius,"Book 12, Section 25, Meditations","""Cast away opinion, and you are saved."" Who then hinders you from casting it away?"
Stoic Peace,Marcus Aurelius,"Book 12, Section 26, Meditations","When you fret at anything, you have forgotten that all happens in accordance with the nature of the Universe, and that the wrong done was another's. This, too, that whatever happens has happened, and will happen, and is now happening everywhere. You have also forgotten how great is the bond between any man and all the human race, a bond not of blood and seed, but of common intelligence. You have forgotten that the intelligence of every man is divine, and an efflux from God; also that no man is proprietor of anything: his children, his body, his very life are given of God. You have forgotten, too, that everything is matter of opinion; and that it is the present moment only that one can live or lose."
Stoic Peace,Marcus Aurelius,"Book 12, Section 27, Meditations","Bring to frequent recollection those who have grieved about anything overmuch, those who have been pre-eminent in the extreme of glory or misfortune, in feuds or other circumstances of fate. Then stop and ask, Where are they all now? Smoke and ashes, and an old tale; or perhaps not even a tale. Pass them all in review: Fabius Catullinus in the country, Lucius Lupus in his gardens, Stertinius at Baiae, Tiberius at Capreae, Velius Rufus, and, in fine, all eminence attended with the high regard of men. How cheap is all that is so eagerly pursued? And how much better does it become a philosopher to show himself, in the part of the material world allotted to him, just, temperate, and obedient to the Gods; and this with simplicity; for most intolerable of all is the pride of false humility."
Stoic Peace,Marcus Aurelius,"Book 12, Section 28, Meditations","To those who ask, ""Where have you seen the Gods, and how assured yourself of their existence, that you worship them?"" make this reply: First, they are visible, even to the eye. Again, my own soul I cannot see, and yet I reverence it. Thus, too, as regards the Gods, I continually feel their power; and so I know that they exist, and I worship them."
Stoic Peace,Marcus Aurelius,"Book 12, Section 29, Meditations","The safety of life is to see the whole nature of everything, and to discern the matter and the form of its constitution; also to do justice with all your heart, and to speak the truth. What remains but to enjoy life, adding one good to an another, so as not to lose the smallest interval?"
Stoic Peace,Marcus Aurelius,"Book 12, Section 30, Meditations","There is but one light of the sun, although it be scattered upon walls and hills, and a myriad other objects. There is but one common substance, although it be divided among ten thousand bodies having as many different qualities. There is but one soul, though it be distributed among countless different natures and individual forms. There is but one intelligent spirit, though it may seem to be divided. The other parts of these individuals of which we have spoken, such as breath and matter, are void of perception and of mutual affection; yet even they are held together by the intelligent spirit and gravitate together. But intelligence has a special tendency to its kind, and unites therewith, and the community of feeling is not broken."
Stoic Peace,Marcus Aurelius,"Book 12, Section 31, Meditations","What do you desire? To live on? Or is it to feel or to desire? To grow and to decay again? To speak or think? Which of all these seems worthy to be desired? And, if each and all of them is despicable, proceed to the last that remains, to follow reason and God. Now, it is repugnant to reverence for reason and for God to grieve at the loss by death of these other despicable things."
Stoic Peace,Marcus Aurelius,"Book 12, Section 32, Meditations","How small a part of the boundless immensity of the ages is allotted to each of us, and presently that will vanish in eternity! How little is ours of the universal substance; how little of the universal spirit! On what a little clod of the whole earth do we creep! Considering all this, reckon nothing great except to act as your nature leads you, and to endure what universal Nature brings to pass."
Stoic Peace,Marcus Aurelius,"Book 12, Section 33, Meditations","How is it with your ruling part? On this all depends. All other things, within or without our control, are but corpses, dust, and smoke."
Stoic Peace,Marcus Aurelius,"Book 12, Section 34, Meditations",This most of all must rouse you to despise death: That even those who held pleasure to be good and pain to be evil nevertheless despised it.
Stoic Peace,Marcus Aurelius,"Book 12, Section 35, Meditations","To him who holds that alone to be good which comes in proper season, who cares not whether he has acted oftener or less often according to right reason; to whom it makes no difference whether he behold the universe for a longer time or a shorter--for this man death also has no terror."
Stoic Peace,Marcus Aurelius,"Book 12, Section 36, Meditations","You have lived, O man, as a citizen of this great city; of what consequence to you whether for five years or for three? What comes by law is fair to all. Where then is the calamity, if you are sent out of the city, by no tyrant or unjust judge, but Nature herself who at first introduced you, just as the praetor who engaged the actor again dismisses him from the stage? ""But,"" say you, ""I have not spoken my five acts, but only three."" True, but in life three acts make up the play. For he sets the end who was responsible for its composition at the first, and for its present dissolution. You are responsible for neither. Depart then graciously; for he who dismisses you is gracious. THE END."
Religious Peace,Bible (KJV),Psalm 23:4,"Yea, though I walk through the valley of the shadow of death, I will fear no evil: for thou art with me; thy rod and thy staff they comfort me."
Religious Peace,Bible (KJV),Matthew 6:25,"Therefore I say unto you, Take no thought for your life, what ye shall eat, or what ye shall drink; nor yet for your body, what ye shall put on. Is not the life more than meat, and the body than raiment?"
Religious Peace,Bible (KJV),Matthew 6:27,Which of you by taking thought can add one cubit unto his stature?
Religious Peace,Bible (KJV),Matthew 6:34,"Take therefore no thought for the morrow: for the morrow shall take thought for the things of itself. Sufficient unto the day is the evil thereof."
Religious Peace,Bible (KJV),John 14:27,"Peace I leave with you, my peace I give unto you: not as the world giveth, give I unto you. Let not your heart be troubled, neither let it be afraid."
Religious Peace,Bible (KJV),Philippians 4:6,"Be careful for nothing; but in every thing by prayer and supplication with thanksgiving let your requests be made known unto God."
Religious Peace,Bible (KJV),Philippians 4:7,"And the peace of God, which passeth all understanding, shall keep your hearts and minds through Christ Jesus."
Religious Peace,Bible (KJV),1 Peter 5:7,"Casting all your care upon him; for he careth for you."
Religious Peace,Bible (KJV),Ecclesiastes 3:1,"To every thing there is a season, and a time to every purpose under the heaven:"
Religious Peace,Bible (KJV),Ecclesiastes 3:2,"A time to be born, and a time to die; a time to plant, and a time to pluck up that which is planted;"
Religious Peace,Bible (KJV),Ecclesiastes 12:7,"Then shall the dust return to the earth as it was: and the spirit shall return unto God who gave it."
Religious Peace,Bible (KJV),Isaiah 26:3,"Thou wilt keep him in perfect peace, whose mind is stayed on thee: because he trusteth in thee."
Religious Peace,Bible (KJV),Psalm 4:8,"I will both lay me down in peace, and sleep: for thou, Lord, only makest me dwell in safety."
Religious Peace,Bible (KJV),Psalm 46:10,"Be still, and know that I am God: I will be exalted among the heathen, I will be exalted in the earth."
Religious Peace,Bible (KJV),2 Timothy 1:7,"For God hath not given us the spirit of fear; but of power, and of love, and of a sound mind."
Religious Peace,The Buddha,Dhammapada 1.1,"All that we are is the result of what we have thought: it is founded on our thoughts, it is made up of our thoughts. If a man speaks or acts with an evil thought, pain follows him, as the wheel follows the foot of the ox that draws the carriage."
Religious Peace,The Buddha,Dhammapada 1.2,"All that we are is the result of what we have thought: it is founded on our thoughts, it is made up of our thoughts. If a man speaks or acts with a pure thought, happiness accompanies him, like a shadow that never leaves him."
Religious Peace,The Buddha,Dhammapada 1.3,"'He abused me, he beat me, he defeated me, he robbed me'—in those who harbour such thoughts hatred will never cease."
Religious Peace,The Buddha,Dhammapada 1.5,"For hatred does not cease by hatred at any time: hatred ceases by love, this is an old rule."
Religious Peace,The Buddha,Dhammapada 2.21,"Earnestness is the path of immortality, thoughtlessness the path of death. Those who are in earnest do not die, those who are thoughtless are as if dead already."
Religious Peace,The Buddha,Dhammapada 6.81,"As a solid rock is not shaken by the wind, wise people falter not amidst blame and praise."
Religious Peace,The Buddha,Dhammapada 6.90,"There is no suffering for him who has finished his journey, and abandoned grief, who has freed himself on all sides, and thrown off all fetters."
Religious Peace,The Buddha,Dhammapada 12.160,"Self is the lord of self, who else could be the lord? With self well subdued, a man finds a lord such as few can find."
Religious Peace,The Buddha,Dhammapada 14.183,"Not to commit any sin, to do good, and to purify one's mind, that is the teaching of all the Awakened."
Religious Peace,The Buddha,Dhammapada 15.197,"Let us live happily then, not hating those who hate us! Let us dwell free from hatred among men who hate!"
Religious Peace,The Buddha,Dhammapada 15.202,"There is no fire like passion; there is no losing throw like hatred; there is no pain like this body; there is no happiness higher than rest."
Religious Peace,The Buddha,Dhammapada 15.204,"Health is the greatest of gifts, contentedness the best riches; trust is the best of relationships, Nirvana the highest happiness."
Religious Peace,The Buddha,Dhammapada 15.205,"He who has tasted the sweetness of solitude and tranquillity, is free from fear and free from sin, while he drinks in the sweetness of drinking in the law."
Religious Peace,The Buddha,Dhammapada 20.277,"'All created things perish'—when one by wisdom perceives this, then he is superior to misery. This is the path to purity."
Religious Peace,The Buddha,Dhammapada 25.368,"The Bhikshu who acts with kindness, who is calm in the doctrine of Buddha, will reach the quiet place (Nirvana), happiness from the cessation of natural inclinations."
Religious Peace,Vyasa,Bhagavad Gita 2.14,"The contacts of the senses, O son of Kunti, which give rise to heat and cold, pleasure and pain, they come and go, they are impermanent. Endure them, O Bharata."
Religious Peace,Vyasa,Bhagavad Gita 2.19,"He who thinks that the soul is a slayer, and he who thinks that it is slain, both of them are ignorant; for the soul slays not, nor is it slain."
Religious Peace,Vyasa,Bhagavad Gita 2.20,"It is never born, nor does it die; after having been, it again ceases not to be. Unborn, eternal, changeless and ancient, it is not killed when the body is killed."
Religious Peace,Vyasa,Bhagavad Gita 2.23,"Weapons cut it not, fire burns it not, water wets it not, wind dries it not."
Religious Peace,Vyasa,Bhagavad Gita 2.27,"For to the born, death is certain, and to the dead, birth is certain; therefore, over the unavoidable, thou shouldst not grieve."
Religious Peace,Vyasa,Bhagavad Gita 2.47,"Thy right is to work only, but never to its fruits; let not the fruit of action be thy motive, nor let thy attachment be to inaction."
Religious Peace,Vyasa,Bhagavad Gita 2.48,"Perform action, O Dhananjaya, being fixed in Yoga, abandoning attachment, and remaining even-minded in success and failure; evenness of mind is called Yoga."
Religious Peace,Vyasa,Bhagavad Gita 2.56,"He whose mind is untroubled in the midst of sorrows, who is free from eager desire amid pleasures, from whom passion, fear, and anger have passed away, he is called a sage of settled intelligence."
Religious Peace,Vyasa,Bhagavad Gita 2.64,"But the self-controlled man, moving among objects with senses under restraint, and free from attraction and repulsion, attains to peace."
Religious Peace,Vyasa,Bhagavad Gita 2.70,"He attains peace into whom all desires flow as rivers flow into the ocean, which, filled from all sides, remains unmoved; but not the man who is a desirer of desires."
Religious Peace,Vyasa,Bhagavad Gita 2.71,"The man who, abandoning all desires, moves about without attachment, without selfishness and without vanity, he attains to peace."
Religious Peace,Vyasa,Bhagavad Gita 4.22,"Content with what comes to him without effort, free from the pairs of opposites and envy, even-minded in success and failure, though acting, he is not bound."
Religious Peace,Vyasa,Bhagavad Gita 5.19,"Even here (on earth) the world is conquered by those whose mind rests in equality; for Brahman is spotless and equal; therefore they rest in Brahman."
Religious Peace,Vyasa,Bhagavad Gita 6.5,"Let a man lift himself by himself; let him not degrade himself; for the Self alone is the friend of the self, and the Self alone is the enemy of the self."
Religious Peace,Vyasa,Bhagavad Gita 18.61,"The Lord dwells in the hearts of all beings, O Arjuna, causing all beings, by His illusive power, to revolve as if mounted on a machine."
Existentialist Peace,Friedrich Nietzsche,Thus Spoke Zarathustra,"Dead are all the Gods: now do we desire the overman to live."
Existentialist Peace,Friedrich Nietzsche,The Gay Science 341,"The question in each and every thing, 'Do you desire this once more and innumerable times more?' would lie upon your actions as the greatest weight."
Existentialist Peace,Friedrich Nietzsche,Twilight of the Idols,"He who has a why to live for can bear almost any how."
Existentialist Peace,Friedrich Nietzsche,The Gay Science 276,"I want to learn more and more to see as beautiful what is necessary in things; then I shall be one of those who make things beautiful. Amor fati: let that be my love henceforth!"
Existentialist Peace,Søren Kierkegaard,The Sickness Unto Death,"If I were to wish for anything, I should not wish for wealth but for the passionate expectation of the possible."
Existentialist Peace,Søren Kierkegaard,Journals,"Life can only be understood backwards; but it must be lived forwards."
Existentialist Peace,Jean-Paul Sartre,Existentialism is a Humanism,"Man is condemned to be free; because once thrown into the world, he is responsible for everything he does."
Existentialist Peace,Jean-Paul Sartre,Being and Nothingness,"It is therefore senseless to think of complaining since nothing foreign has decided what we feel, what we live, or what we are."
Existentialist Peace,Jean-Paul Sartre,The Flies,"Human life begins on the far side of despair."
Existentialist Peace,Albert Camus,The Myth of Sisyphus,"The struggle itself toward the heights is enough to fill a man's heart. One must imagine Sisyphus happy."
Existentialist Peace,Albert Camus,The Stranger,"I opened myself to the gentle indifference of the world."
Existentialist Peace,Albert Camus,Notebooks,"In the midst of winter, I found there was, within me, an invincible summer."
Existentialist Peace,Albert Camus,The Plague,"The only way to fight the plague is with common decency."
Existentialist Peace,Simone de Beauvoir,The Ethics of Ambiguity,"The point is not to live in the possibility of being, but in the actuality of being."
Existentialist Peace,Simone de Beauvoir,All Men Are Mortal,"If you live long enough, you'll see that every victory turns into a defeat."
Existentialist Peace,Franz Kafka,The Zürau Aphorisms,"The meaning of life is that it stops."
Existentialist Peace,Franz Kafka,Letters to Milena,"I am constantly trying to communicate something incommunicable, to explain something inexplicable."
Existentialist Peace,Martin Heidegger,Being and Time,"If I take death into my life, acknowledge it, and face it squarely, I will free myself from the anxiety of death and the pettiness of life."
Existentialist Peace,Martin Heidegger,Poetry, Language, Thought,"Mortals dwell in that they save the earth."
Existentialist Peace,Viktor Frankl,Man's Search for Meaning,"Everything can be taken from a man but one thing: the last of the human freedoms—to choose one’s attitude in any given set of circumstances."
Existentialist Peace,Viktor Frankl,Man's Search for Meaning,"When we are no longer able to change a situation, we are challenged to change ourselves."
Existentialist Peace,Friedrich Nietzsche,Thus Spoke Zarathustra,"I love him who liveth in order to learn, and seeketh to learn in order that the overman may hereafter live. Thus seeketh he his own down-going."
Existentialist Peace,Albert Camus,The Rebel,"I rebel; therefore we exist."
Existentialist Peace,Jean-Paul Sartre,The Roads to Freedom,"Everything has been figured out, except how to live."
Existentialist Peace,Søren Kierkegaard,Either/Or,"Do it or do not do it—you will regret both."
Existentialist Peace,Albert Camus,The Myth of Sisyphus,"Real generosity toward the future lies in giving all to the present."
Existentialist Peace,Albert Camus,The Myth of Sisyphus,"There is no fate that cannot be surmounted by scorn."
Existentialist Peace,Albert Camus,Letters to a German Friend,"I continue to believe that this world has no ultimate meaning. But I know that something in it has a meaning and that is man, because he is the only creature to insist on having one."
Existentialist Peace,Jean-Paul Sartre,No Exit,"Existence precedes essence."
Existentialist Peace,Jean-Paul Sartre,Being and Nothingness,"Man is a useless passion."
Existentialist Peace,Jean-Paul Sartre,Notebooks for an Ethics,"The secret of a man's life is not what he is, but what he is able to do."
Existentialist Peace,Friedrich Nietzsche,Beyond Good and Evil,"He who fights with monsters might take care lest he thereby become a monster. And if you gaze for long into an abyss, the abyss gazes also into you."
Existentialist Peace,Friedrich Nietzsche,Thus Spoke Zarathustra,"What is great in man is that he is a bridge and not an end."
Existentialist Peace,Friedrich Nietzsche,Ecce Homo,"My formula for greatness in a human being is amor fati: that one wants nothing to be different, not forward, not backward, not in all eternity."
Existentialist Peace,Friedrich Nietzsche,The Will to Power,"Becoming must appear justified at every moment. The present must not under any circumstances be justified by the future, nor the past by the present."
Existentialist Peace,Søren Kierkegaard,Fear and Trembling,"The person who denied himself and sacrificed himself for the duty, he is the one who has peace."
Existentialist Peace,Søren Kierkegaard,The Lilies of the Field,"From the lilies and the birds we should learn silence, for the quiet of the heart is the condition for all true peace."
Existentialist Peace,Søren Kierkegaard,Works of Love,"Love is a matter of conscience, and hence it is not a matter of idle feeling or novelistic whim, but a matter of eternity."
Existentialist Peace,Miguel de Unamuno,The Tragic Sense of Life,"The end of life is to live, and to live is to feel that we are living, even if it be in pain."
Existentialist Peace,Miguel de Unamuno,The Tragic Sense of Life,"Solitude is the producer of the genius, the builder of the hero, the creator of the saint."
Existentialist Peace,Emil Cioran,The Trouble with Being Born,"It is not worth the bother of killing yourself, since you always kill yourself too late."
Existentialist Peace,Emil Cioran,A Short History of Decay,"To exist is a habit I do not despair of acquiring."
Existentialist Peace,Emil Cioran,The Temptation to Exist,"The only thing that can save a man is the knowledge that he is nothing."
Existentialist Peace,Simone de Beauvoir,The Mandarins,"I am too intelligent, too demanding, and too resourceful for anyone to be able to take charge of me entirely. No one knows me or loves me completely. I have only myself."
Existentialist Peace,Simone de Beauvoir,Old Age,"There is only one solution if old age is not to be an absurd parody of our former life, and that is to go on pursuing ends that give our existence a meaning."
Existentialist Peace,Franz Kafka,The Blue Octavo Notebooks,"You are the problem. No scholar to be found far and wide."
Existentialist Peace,Franz Kafka,The Castle,"It's often safer to be in chains than to be free."
Existentialist Peace,Martin Heidegger,Discourse on Thinking,"The let-be-ing of things (Gelassenheit) is the ground of all true peace."
Existentialist Peace,Karl Jaspers,Way to Wisdom,"To learn to live and to learn how to die are one and the same thing."
Existentialist Peace,Viktor Frankl,The Will to Meaning,"The point is not what we expect from life, but rather what life expects from us."
Stoic Peace,Epictetus,The Enchiridion ,"There are things which are within our power, and there are things which are beyond our power. Within our power are opinion, aim, desire, aversion, and, in one word, whatever affairs are our own. Beyond our power are body, property, reputation, office, and, in one word, whatever are not properly our own affairs."
Stoic Peace,Epictetus,The Enchiridion ,"Now the things within our power are by nature free, unrestricted, unhindered; but those beyond our power are weak, dependent, restricted, alien. Remember, then, that if you attribute freedom to things by nature dependent and take what belongs to others for your own, you will be hindered, you will lament, you will be disturbed, you will find fault both with gods and men. But if you take for your own only that which is your own and view what belongs to others just as it really is, then no one will ever compel you, no one will restrict you; you will find fault with no one, you will accuse no one, you will do nothing against your will; no one will hurt you, you will not have an enemy, nor will you suffer any harm."
Stoic Peace,Epictetus,The Enchiridion ,"Aiming, therefore, at such great things, remember that you must not allow yourself any inclination, however slight, toward the attainment of the others; but that you must entirely quit some of them, and for the present postpone the rest. But if you would have these, and possess power and wealth likewise, you may miss the latter in seeking the former; and you will certainly fail of that by which alone happiness and freedom are procured."
Stoic Peace,Epictetus,The Enchiridion ,"Seek at once, therefore, to be able to say to every unpleasing semblance, “You are but a semblance and by no means the real thing.” And then examine it by those rules which you have; and first and chiefly by this: whether it concerns the things which are within our own power or those which are not; and if it concerns anything beyond our power, be prepared to say that it is nothing to you."
Stoic Peace,Epictetus,The Enchiridion ,"Remember that desire demands the attainment of that of which you are desirous; and aversion demands the avoidance of that to which you are averse; that he who fails of the object of his desires is disappointed; and he who incurs the object of his aversion is wretched. If, then, you shun only those undesirable things which you can control, you will never incur anything which you shun; but if you shun sickness, or death, or poverty, you will run the risk of wretchedness. Remove [the habit of] aversion, then, from all things that are not within our power, and apply it to things undesirable which are within our power. But for the present, altogether restrain desire; for if you desire any of the things not within our own power, you must necessarily be disappointed; and you are not yet secure of those which are within our power, and so are legitimate objects of desire. Where it is practically necessary for you to pursue or avoid anything, do even this with discretion and gentleness and moderation."
Stoic Peace,Epictetus,The Enchiridion ,"With regard to whatever objects either delight the mind or contribute to use or are tenderly beloved, remind yourself of what nature they are, beginning with the merest trifles: if you have a favorite cup, that it is but a cup of which you are fond of—for thus, if it is broken, you can bear it; if you embrace your child or your wife, that you embrace a mortal—and thus, if either of them dies, you can bear it."
Stoic Peace,Epictetus,The Enchiridion ,"When you set about any action, remind yourself of what nature the action is. If you are going to bathe, represent to yourself the incidents usual in the bath—some persons pouring out, others pushing in, others scolding, others pilfering. And thus you will more safely go about this action if you say to yourself, “I will now go to bathe and keep my own will in harmony with nature.” And so with regard to every other action. For thus, if any impediment arises in bathing, you will be able to say, “It was not only to bathe that I desired, but to keep my will in harmony with nature; and I shall not keep it thus if I am out of humor at things that happen.”"
Stoic Peace,Epictetus,The Enchiridion ,"Men are disturbed not by things, but by the views which they take of things. Thus death is nothing terrible, else it would have appeared so to Socrates. But the terror consists in our notion of death, that it is terrible. When, therefore, we are hindered or disturbed, or grieved, let us never impute it to others, but to ourselves—that is, to our own views. It is the action of an uninstructed person to reproach others for his own misfortunes; of one entering upon instruction, to reproach himself; and one perfectly instructed, to reproach neither others nor himself."
Stoic Peace,Epictetus,The Enchiridion ,"Be not elated at any excellence not your own. If a horse should be elated, and say, “I am handsome,” it might be endurable. But when you are elated and say, “I have a handsome horse,” know that you are elated only on the merit of the horse. What then is your own? The use of the phenomena of existence. So that when you are in harmony with nature in this respect, you will be elated with some reason; for you will be elated at some good of your own."
Stoic Peace,Epictetus,The Enchiridion ,"As in a voyage, when the ship is at anchor, if you go on shore to get water, you may amuse yourself with picking up a shellfish or a truffle in your way, but your thoughts ought to be bent toward the ship, and perpetually attentive, lest the captain should call, and then you must leave all these things, that you may not have to be carried on board the vessel, bound like a sheep; thus likewise in life, if, instead of a truffle or shellfish, such a thing as a wife or a child be granted you, there is no objection; but if the captain calls, run to the ship, leave all these things, and never look behind. But if you are old, never go far from the ship, lest you should be missing when called for."
Stoic Peace,Epictetus,The Enchiridion ,"Demand not that events should happen as you wish; but wish them to happen as they do happen, and you will go on well."
Stoic Peace,Epictetus,The Enchiridion ,"Sickness is an impediment to the body, but not to the will unless itself pleases. Lameness is an impediment to the leg, but not to the will; and say this to yourself with regard to everything that happens. For you will find it to be an impediment to something else, but not truly to yourself."
Stoic Peace,Epictetus,The Enchiridion ,"Upon every accident, remember to turn toward yourself and inquire what faculty you have for its use. If you encounter a handsome person, you will find continence the faculty needed; if pain, then fortitude; if reviling, then patience. And when thus habituated, the phenomena of existence will not overwhelm you."
Stoic Peace,Epictetus,The Enchiridion ,"Never say of anything, “I have lost it,” but, “I have restored it.” Has your child died? It is restored. Has your wife died? She is restored. Has your estate been taken away? That likewise is restored. “But it was a bad man who took it.” What is it to you by whose hands he who gave it has demanded it again? While he permits you to possess it, hold it as something not your own, as do travelers at an inn."
